/* DATA DESCRIPTION:
Citation:	Hammer, C U; Dahl-Jensen, Dorthe (1999): GRIP Accumulation Rates [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55084
Related to:	Dahl-Jensen, Dorthe; Johnsen, Sigfús Jóhann; Hammer, C U; Clausen, Henrik Brink; Jouzel, Jean (1993): Past accumulation rates derived from observed annual layers in the GRIP ice core from Summit, central Greenland. In: Peltier, W R (ed.), Ice in the Climate System,Springer-Verlag, Berlin-Heidelberg, Germany, 517-532
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Hammer, C U; Andersen, Katrine K; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Hvidberg, Christine Schøtt; Iversen, P (1997): The stratigraphic dating of the GRIP ice core. Special Report of the Geophysical Department, Niels Bohr Institute for Astronomy physics and Geophysics, University of Copenhagen
	Johnsen, Sigfús Jóhann; Dahl-Jensen, Dorthe; Dansgaard, W; Gundestrup, Niels S (1995): Greenland palaeotemperatures derived from GRIP bore hole temperature and ice core isotope profiles. Tellus Series B-Chemical and Physical Meteorology, 47(5), 624-629, https://doi.org/10.1034/j.1600-0889.47.issue5.9.x
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 0.00 m * MAXIMUM DEPTH, ice/snow: 2983.20 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Depth at the top of the sample
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Accumulation rate per year [g/cm**2/a] (Acc rate) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk) * METHOD/DEVICE: Calculated * COMMENT: based on d18O
	Layer thickness [m] (Thickness) * PI: Dahl-Jensen, Dorthe (https://orcid.org/0000-0002-1474-1948, qbk693@ku.dk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10850 data points
*/
Depth ice/snow [m]	Age [ka BP]	Acc rate [g/cm**2/a]	Thickness [m]
1815.00	16.38000	0.162	0.04020
1815.55	16.39400	0.104	0.02580
1816.10	16.41500	0.100	0.02490
1816.65	16.43700	0.124	0.03080
1817.20	16.45500	0.114	0.02830
1817.75	16.47400	0.125	0.03100
1818.30	16.49200	0.132	0.03270
1818.85	16.50900	0.108	0.02660
1819.40	16.53000	0.123	0.03030
1819.95	16.54800	0.093	0.02290
1820.50	16.57200	0.102	0.02520
1821.05	16.59400	0.138	0.03400
1821.60	16.61000	0.148	0.03640
1822.15	16.62500	0.157	0.03850
1822.70	16.63900	0.148	0.03630
1823.25	16.65400	0.147	0.03600
1823.80	16.67000	0.125	0.03060
1824.35	16.68800	0.149	0.03650
1824.90	16.70300	0.127	0.03120
1825.45	16.72000	0.174	0.04250
1826.00	16.73300	0.173	0.04230
1826.55	16.74600	0.135	0.03290
1827.10	16.76300	0.144	0.03510
1827.65	16.77900	0.181	0.04420
1828.20	16.79100	0.141	0.03430
1828.75	16.80700	0.129	0.03150
1829.30	16.82500	0.177	0.04310
1829.85	16.83700	0.134	0.03260
1830.40	16.85400	0.142	0.03450
1830.95	16.87000	0.186	0.04530
1831.50	16.88200	0.144	0.03500
1832.05	16.89800	0.167	0.04040
1832.60	16.91200	0.125	0.03030
1833.15	16.93000	0.179	0.04340
1833.70	16.94200	0.133	0.03210
1834.25	16.96000	0.134	0.03240
1834.80	16.97600	0.143	0.03450
1835.35	16.99200	0.117	0.02810
1835.90	17.01200	0.119	0.02870
1836.45	17.03100	0.121	0.02910
1837.00	17.05000	0.174	0.04200
1837.55	17.06300	0.175	0.04200
1838.10	17.07600	0.165	0.03970
1838.65	17.09000	0.131	0.03140
1839.20	17.10800	0.142	0.03410
1839.75	17.12400	0.113	0.02710
1840.30	17.14400	0.145	0.03460
1840.85	17.16000	0.171	0.04090
1841.40	17.17300	0.123	0.02940
1841.95	17.19200	0.145	0.03470
1842.50	17.20800	0.157	0.03740
1843.05	17.22200	0.167	0.03970
1843.60	17.23600	0.166	0.03950
1844.15	17.25000	0.158	0.03760
1844.70	17.26500	0.124	0.02950
1845.25	17.28300	0.168	0.03980
1845.80	17.29700	0.138	0.03280
1846.35	17.31400	0.133	0.03160
1846.90	17.33100	0.161	0.03810
1847.45	17.34600	0.118	0.02810
1848.00	17.36500	0.154	0.03640
1848.55	17.38100	0.161	0.03820
1849.10	17.39500	0.147	0.03470
1849.65	17.41100	0.160	0.03790
1850.20	17.42500	0.154	0.03630
1850.75	17.44000	0.133	0.03140
1851.30	17.45800	0.118	0.02780
1851.85	17.47800	0.115	0.02700
1852.40	17.49800	0.124	0.02930
1852.95	17.51700	0.114	0.02680
1853.50	17.53700	0.135	0.03170
1854.05	17.55500	0.124	0.02920
1854.60	17.57400	0.186	0.04360
1855.15	17.58600	0.145	0.03390
1855.70	17.60200	0.152	0.03550
1856.25	17.61800	0.143	0.03340
1856.80	17.63400	0.164	0.03850
1857.35	17.64900	0.125	0.02930
1857.90	17.66800	0.121	0.02830
1858.45	17.68700	0.187	0.04370
1859.00	17.70000	0.137	0.03200
1859.55	17.71700	0.149	0.03460
1860.10	17.73300	0.152	0.03540
1860.65	17.74800	0.132	0.03080
1861.20	17.76600	0.167	0.03880
1861.75	17.78000	0.119	0.02750
1862.30	17.80000	0.129	0.02980
1862.85	17.81900	0.157	0.03650
1863.40	17.83400	0.136	0.03140
1863.95	17.85100	0.151	0.03490
1864.50	17.86700	0.137	0.03170
1865.05	17.88400	0.173	0.04010
1865.60	17.89800	0.148	0.03410
1866.15	17.91400	0.166	0.03830
1866.70	17.92800	0.107	0.02470
1867.25	17.95100	0.129	0.02970
1867.80	17.96900	0.124	0.02860
1868.35	17.98800	0.152	0.03500
1868.90	18.00400	0.125	0.02880
1869.45	18.02300	0.135	0.03090
1870.00	18.04100	0.157	0.03610
1870.55	18.05600	0.127	0.02920
1871.10	18.07500	0.131	0.02990
1871.65	18.09300	0.144	0.03290
1872.20	18.11000	0.135	0.03080
1872.75	18.12800	0.101	0.02300
1873.30	18.15200	0.133	0.03040
1873.85	18.17000	0.088	0.01990
1874.40	18.19800	0.143	0.03260
1874.95	18.21400	0.109	0.02470
1875.50	18.23700	0.127	0.02890
1876.05	18.25600	0.142	0.03230
1876.60	18.27300	0.124	0.02820
1877.15	18.29200	0.139	0.03150
1877.70	18.31000	0.121	0.02740
1878.25	18.33000	0.098	0.02220
1878.80	18.35500	0.101	0.02280
1879.35	18.37900	0.121	0.02740
1879.90	18.39900	0.118	0.02660
1880.45	18.41900	0.107	0.02410
1881.00	18.44200	0.116	0.02610
1881.55	18.46300	0.156	0.03510
1882.10	18.47900	0.114	0.02580
1882.65	18.50000	0.120	0.02700
1883.20	18.52100	0.119	0.02680
1883.75	18.54100	0.153	0.03430
1884.30	18.55700	0.112	0.02510
1884.85	18.57900	0.105	0.02350
1885.40	18.60300	0.119	0.02670
1885.95	18.62300	0.102	0.02290
1886.50	18.64700	0.118	0.02640
1887.05	18.66800	0.127	0.02830
1887.60	18.68700	0.106	0.02370
1888.15	18.71100	0.101	0.02250
1888.70	18.73500	0.092	0.02050
1889.25	18.76200	0.113	0.02520
1889.80	18.78400	0.101	0.02250
1890.35	18.80800	0.094	0.02090
1890.90	18.83400	0.134	0.02970
1891.45	18.85300	0.108	0.02400
1892.00	18.87600	0.123	0.02730
1892.55	18.89600	0.140	0.03090
1893.10	18.91400	0.116	0.02580
1893.65	18.93500	0.174	0.03850
1894.20	18.94900	0.107	0.02380
1894.75	18.97200	0.111	0.02460
1895.30	18.99500	0.139	0.03060
1895.85	19.01300	0.107	0.02370
1896.40	19.03600	0.121	0.02660
1896.95	19.05700	0.116	0.02560
1897.50	19.07800	0.111	0.02450
1898.05	19.10100	0.148	0.03250
1898.60	19.11700	0.116	0.02550
1899.15	19.13900	0.083	0.01820
1899.70	19.16900	0.107	0.02350
1900.25	19.19300	0.100	0.02180
1900.80	19.21800	0.102	0.02230
1901.35	19.24300	0.121	0.02640
1901.90	19.26300	0.100	0.02180
1902.45	19.28900	0.106	0.02320
1903.00	19.31200	0.096	0.02090
1903.55	19.33900	0.101	0.02200
1904.10	19.36400	0.125	0.02710
1904.65	19.38400	0.091	0.01970
1905.20	19.41200	0.102	0.02220
1905.75	19.43600	0.099	0.02150
1906.30	19.46200	0.120	0.02610
1906.85	19.48300	0.106	0.02300
1907.40	19.50700	0.100	0.02170
1907.95	19.53200	0.073	0.01580
1908.50	19.56700	0.105	0.02270
1909.05	19.59100	0.097	0.02090
1909.60	19.61800	0.106	0.02290
1910.15	19.64200	0.088	0.01910
1910.70	19.67000	0.076	0.01640
1911.25	19.70400	0.086	0.01850
1911.80	19.73400	0.082	0.01760
1912.35	19.76500	0.114	0.02460
1912.90	19.78700	0.126	0.02700
1913.45	19.80800	0.093	0.01990
1914.00	19.83500	0.095	0.02040
1914.55	19.86200	0.119	0.02550
1915.10	19.88400	0.090	0.01940
1915.65	19.91200	0.086	0.01840
1916.20	19.94200	0.072	0.01530
1916.75	19.97800	0.094	0.02010
1917.30	20.00500	0.094	0.02000
1917.85	20.03300	0.109	0.02320
1918.40	20.05700	0.126	0.02680
1918.95	20.07700	0.121	0.02590
1919.50	20.09800	0.106	0.02250
1920.05	20.12300	0.094	0.01990
1920.60	20.15000	0.112	0.02390
1921.15	20.17300	0.096	0.02030
1921.70	20.20000	0.076	0.01620
1922.25	20.23400	0.109	0.02310
1922.80	20.25800	0.108	0.02280
1923.35	20.28200	0.105	0.02220
1923.90	20.30700	0.090	0.01910
1924.45	20.33600	0.107	0.02260
1925.00	20.36000	0.112	0.02370
1925.55	20.38400	0.116	0.02450
1926.10	20.40600	0.106	0.02220
1926.65	20.43100	0.116	0.02440
1927.20	20.45300	0.116	0.02430
1927.75	20.47600	0.118	0.02490
1928.30	20.49800	0.084	0.01760
1928.85	20.52900	0.096	0.02010
1929.40	20.55700	0.072	0.01510
1929.95	20.59300	0.089	0.01870
1930.50	20.62300	0.102	0.02130
1931.05	20.64800	0.094	0.01970
1931.60	20.67600	0.108	0.02250
1932.15	20.70100	0.107	0.02240
1932.70	20.72500	0.104	0.02170
1933.25	20.75100	0.099	0.02070
1933.80	20.77700	0.119	0.02470
1934.35	20.79900	0.108	0.02240
1934.90	20.82400	0.095	0.01980
1935.45	20.85200	0.068	0.01420
1936.00	20.89000	0.095	0.01970
1936.55	20.91800	0.121	0.02510
1937.10	20.94000	0.137	0.02830
1937.65	20.96000	0.106	0.02200
1938.20	20.98500	0.103	0.02120
1938.75	21.01100	0.093	0.01920
1939.30	21.03900	0.115	0.02370
1939.85	21.06200	0.113	0.02340
1940.40	21.08600	0.130	0.02680
1940.95	21.10600	0.150	0.03100
1941.50	21.12400	0.167	0.03440
1942.05	21.14000	0.140	0.02870
1942.60	21.15900	0.127	0.02620
1943.15	21.18000	0.098	0.02010
1943.70	21.20800	0.107	0.02180
1944.25	21.23300	0.091	0.01860
1944.80	21.26200	0.093	0.01910
1945.35	21.29100	0.081	0.01650
1945.90	21.32500	0.100	0.02040
1946.45	21.35200	0.089	0.01810
1947.00	21.38200	0.106	0.02160
1947.55	21.40700	0.118	0.02400
1948.10	21.43000	0.138	0.02820
1948.65	21.45000	0.169	0.03430
1949.20	21.46600	0.177	0.03590
1949.75	21.48100	0.173	0.03520
1950.30	21.49700	0.132	0.02690
1950.85	21.51700	0.129	0.02610
1951.40	21.53800	0.155	0.03140
1951.95	21.55600	0.097	0.01960
1952.50	21.58400	0.089	0.01800
1953.05	21.61500	0.092	0.01860
1953.60	21.64400	0.110	0.02220
1954.15	21.66900	0.080	0.01610
1954.70	21.70300	0.090	0.01820
1955.25	21.73300	0.084	0.01680
1955.80	21.76600	0.101	0.02040
1956.35	21.79300	0.074	0.01490
1956.90	21.83000	0.061	0.01230
1957.45	21.87400	0.066	0.01310
1958.00	21.91600	0.097	0.01940
1958.55	21.94500	0.082	0.01650
1959.10	21.97800	0.087	0.01730
1959.65	22.01000	0.047	0.00934
1960.20	22.06900	0.068	0.01370
1960.75	22.10900	0.081	0.01620
1961.30	22.14300	0.078	0.01550
1961.85	22.17800	0.080	0.01580
1962.40	22.21300	0.077	0.01540
1962.95	22.24900	0.063	0.01260
1963.50	22.29300	0.054	0.01070
1964.05	22.34400	0.100	0.01980
1964.60	22.37200	0.086	0.01710
1965.15	22.40400	0.082	0.01630
1965.70	22.43800	0.082	0.01630
1966.25	22.47200	0.097	0.01930
1966.80	22.50000	0.101	0.02000
1967.35	22.52800	0.104	0.02050
1967.90	22.55500	0.106	0.02090
1968.45	22.58100	0.095	0.01870
1969.00	22.61000	0.092	0.01810
1969.55	22.64100	0.092	0.01810
1970.10	22.67100	0.130	0.02550
1970.65	22.69200	0.102	0.02000
1971.20	22.72000	0.091	0.01780
1971.75	22.75100	0.129	0.02530
1972.30	22.77200	0.067	0.01320
1972.85	22.81400	0.082	0.01610
1973.40	22.84800	0.095	0.01850
1973.95	22.87800	0.123	0.02400
1974.50	22.90100	0.116	0.02260
1975.05	22.92500	0.078	0.01530
1975.60	22.96100	0.086	0.01670
1976.15	22.99400	0.085	0.01650
1976.70	23.02700	0.106	0.02060
1977.25	23.05400	0.107	0.02070
1977.80	23.08000	0.098	0.01900
1978.35	23.10900	0.138	0.02680
1978.90	23.13000	0.132	0.02560
1979.45	23.15100	0.114	0.02210
1980.00	23.17600	0.104	0.02000
1980.55	23.20400	0.091	0.01750
1981.10	23.23500	0.085	0.01650
1981.65	23.26800	0.108	0.02080
1982.20	23.29500	0.088	0.01690
1982.75	23.32700	0.087	0.01670
1983.30	23.36000	0.099	0.01900
1983.85	23.38900	0.082	0.01580
1984.40	23.42400	0.122	0.02340
1984.95	23.44800	0.100	0.01910
1985.50	23.47600	0.083	0.01590
1986.05	23.51100	0.107	0.02060
1986.60	23.53800	0.071	0.01370
1987.15	23.57800	0.080	0.01520
1987.70	23.61400	0.071	0.01350
1988.25	23.65500	0.074	0.01410
1988.80	23.69300	0.057	0.01080
1989.35	23.74400	0.096	0.01820
1989.90	23.77400	0.073	0.01380
1990.45	23.81400	0.091	0.01730
1991.00	23.84600	0.107	0.02040
1991.55	23.87300	0.082	0.01560
1992.10	23.90800	0.099	0.01870
1992.65	23.93800	0.095	0.01810
1993.20	23.96800	0.090	0.01700
1993.75	24.00000	0.100	0.01900
1994.30	24.02900	0.114	0.02150
1994.85	24.05500	0.089	0.01680
1995.40	24.08800	0.095	0.01800
1995.95	24.11800	0.122	0.02300
1996.50	24.14200	0.110	0.02080
1997.05	24.16800	0.107	0.02010
1997.60	24.19600	0.089	0.01670
1998.15	24.22900	0.106	0.02000
1998.70	24.25600	0.123	0.02300
1999.25	24.28000	0.106	0.01990
1999.80	24.30800	0.075	0.01410
2000.35	24.34700	0.084	0.01570
2000.90	24.38200	0.100	0.01870
2001.45	24.41100	0.108	0.02010
2002.00	24.43900	0.080	0.01500
2002.55	24.47500	0.094	0.01760
2003.10	24.50700	0.092	0.01720
2003.65	24.53900	0.121	0.02260
2004.20	24.56300	0.111	0.02070
2004.75	24.58900	0.069	0.01290
2005.30	24.63200	0.099	0.01830
2005.85	24.66200	0.100	0.01850
2006.40	24.69200	0.096	0.01770
2006.95	24.72300	0.094	0.01730
2007.50	24.75500	0.100	0.01850
2008.05	24.78400	0.117	0.02160
2008.60	24.81000	0.069	0.01270
2009.15	24.85300	0.121	0.02230
2009.70	24.87800	0.110	0.02020
2010.25	24.90500	0.080	0.01470
2010.80	24.94200	0.086	0.01580
2011.35	24.97700	0.117	0.02150
2011.90	25.00200	0.125	0.02300
2012.45	25.02600	0.114	0.02090
2013.00	25.05200	0.119	0.02180
2013.55	25.07800	0.083	0.01530
2014.10	25.11400	0.078	0.01440
2014.65	25.15200	0.114	0.02090
2015.20	25.17800	0.090	0.01650
2015.75	25.21200	0.081	0.01470
2016.30	25.24900	0.086	0.01580
2016.85	25.28400	0.128	0.02340
2017.40	25.30700	0.103	0.01880
2017.95	25.33700	0.141	0.02570
2018.50	25.35800	0.186	0.03380
2019.05	25.37400	0.149	0.02700
2019.60	25.39500	0.158	0.02860
2020.15	25.41400	0.174	0.03150
2020.70	25.43100	0.173	0.03120
2021.25	25.44900	0.149	0.02680
2021.80	25.46900	0.161	0.02900
2022.35	25.48800	0.160	0.02880
2022.90	25.50800	0.185	0.03330
2023.45	25.52400	0.190	0.03410
2024.00	25.54000	0.201	0.03620
2024.55	25.55500	0.190	0.03410
2025.10	25.57100	0.127	0.02290
2025.65	25.59500	0.106	0.01900
2026.20	25.62400	0.099	0.01780
2026.75	25.65500	0.093	0.01660
2027.30	25.68800	0.121	0.02170
2027.85	25.71400	0.090	0.01620
2028.40	25.74800	0.097	0.01740
2028.95	25.77900	0.075	0.01340
2029.50	25.82000	0.089	0.01590
2030.05	25.85500	0.066	0.01180
2030.60	25.90200	0.113	0.02020
2031.15	25.92900	0.084	0.01500
2031.70	25.96600	0.090	0.01600
2032.25	26.00000	0.089	0.01590
2032.80	26.03500	0.112	0.01990
2033.35	26.06200	0.104	0.01840
2033.90	26.09200	0.090	0.01590
2034.45	26.12700	0.081	0.01430
2035.00	26.16500	0.081	0.01430
2035.55	26.20300	0.084	0.01470
2036.10	26.24100	0.102	0.01800
2036.65	26.27100	0.092	0.01620
2037.20	26.30500	0.093	0.01630
2037.75	26.33900	0.156	0.02740
2038.30	26.35900	0.157	0.02760
2038.85	26.37900	0.127	0.02240
2039.40	26.40300	0.179	0.03130
2039.95	26.42100	0.175	0.03060
2040.50	26.43900	0.161	0.02810
2041.05	26.45900	0.173	0.03030
2041.60	26.47700	0.149	0.02590
2042.15	26.49800	0.183	0.03190
2042.70	26.51500	0.183	0.03190
2043.25	26.53200	0.166	0.02880
2043.80	26.55100	0.161	0.02800
2044.35	26.57100	0.173	0.03000
2044.90	26.58900	0.182	0.03150
2045.45	26.60700	0.157	0.02720
2046.00	26.62700	0.107	0.01860
2046.55	26.65600	0.086	0.01480
2047.10	26.69400	0.092	0.01590
2047.65	26.72800	0.083	0.01440
2048.20	26.76600	0.103	0.01780
2048.75	26.79700	0.110	0.01900
2049.30	26.82600	0.082	0.01420
2049.85	26.86500	0.098	0.01690
2050.40	26.89800	0.102	0.01750
2050.95	26.92900	0.127	0.02170
2051.50	26.95400	0.073	0.01250
2052.05	26.99800	0.089	0.01530
2052.60	27.03400	0.098	0.01670
2053.15	27.06700	0.065	0.01120
2053.70	27.11600	0.092	0.01570
2054.25	27.15100	0.092	0.01570
2054.80	27.18600	0.078	0.01320
2055.35	27.22700	0.116	0.01980
2055.90	27.25500	0.067	0.01140
2056.45	27.30300	0.080	0.01360
2057.00	27.34400	0.072	0.01230
2057.55	27.38900	0.064	0.01090
2058.10	27.43900	0.096	0.01630
2058.65	27.47300	0.076	0.01290
2059.20	27.51500	0.056	0.00939
2059.75	27.57400	0.095	0.01610
2060.30	27.60800	0.073	0.01230
2060.85	27.65300	0.106	0.01780
2061.40	27.68300	0.085	0.01440
2061.95	27.72200	0.092	0.01550
2062.50	27.75700	0.080	0.01350
2063.05	27.79800	0.062	0.01030
2063.60	27.85100	0.075	0.01250
2064.15	27.89500	0.088	0.01470
2064.70	27.93200	0.090	0.01520
2065.25	27.96800	0.081	0.01360
2065.80	28.00900	0.095	0.01590
2066.35	28.04300	0.074	0.01230
2066.90	28.08800	0.081	0.01360
2067.45	28.12800	0.097	0.01620
2068.00	28.16200	0.115	0.01920
2068.55	28.19100	0.118	0.01960
2069.10	28.21900	0.112	0.01870
2069.65	28.24800	0.130	0.02160
2070.20	28.27400	0.090	0.01490
2070.75	28.31100	0.074	0.01230
2071.30	28.35500	0.104	0.01730
2071.85	28.38700	0.086	0.01430
2072.40	28.42600	0.078	0.01280
2072.95	28.46800	0.076	0.01260
2073.50	28.51200	0.078	0.01290
2074.05	28.55500	0.086	0.01430
2074.60	28.59300	0.106	0.01750
2075.15	28.62500	0.079	0.01300
2075.70	28.66700	0.078	0.01280
2076.25	28.71000	0.096	0.01570
2076.80	28.74500	0.112	0.01840
2077.35	28.77500	0.074	0.01210
2077.90	28.82000	0.088	0.01440
2078.45	28.85800	0.074	0.01210
2079.00	28.90300	0.097	0.01590
2079.55	28.93800	0.089	0.01460
2080.10	28.97600	0.082	0.01350
2080.65	29.01600	0.078	0.01270
2081.20	29.06000	0.072	0.01170
2081.75	29.10700	0.076	0.01230
2082.30	29.15100	0.068	0.01110
2082.85	29.20100	0.088	0.01430
2083.40	29.23900	0.088	0.01440
2083.95	29.27800	0.082	0.01340
2084.50	29.31900	0.114	0.01850
2085.05	29.34800	0.079	0.01280
2085.60	29.39100	0.098	0.01580
2086.15	29.42600	0.089	0.01440
2086.70	29.46400	0.110	0.01770
2087.25	29.49500	0.109	0.01760
2087.80	29.52600	0.109	0.01760
2088.35	29.55800	0.120	0.01930
2088.90	29.58600	0.107	0.01710
2089.45	29.61800	0.111	0.01780
2090.00	29.64900	0.138	0.02210
2090.55	29.67400	0.155	0.02480
2091.10	29.69600	0.143	0.02290
2091.65	29.72000	0.145	0.02320
2092.20	29.74400	0.152	0.02420
2092.75	29.76700	0.155	0.02480
2093.30	29.78900	0.157	0.02510
2093.85	29.81100	0.147	0.02350
2094.40	29.83400	0.146	0.02330
2094.95	29.85800	0.160	0.02540
2095.50	29.87900	0.149	0.02370
2096.05	29.90300	0.155	0.02460
2096.60	29.92500	0.158	0.02500
2097.15	29.94700	0.157	0.02490
2097.70	29.96900	0.175	0.02770
2098.25	29.98900	0.142	0.02240
2098.80	30.01300	0.104	0.01650
2099.35	30.04700	0.086	0.01350
2099.90	30.08700	0.107	0.01690
2100.45	30.12000	0.101	0.01600
2101.00	30.15400	0.085	0.01330
2101.55	30.19600	0.096	0.01510
2102.10	30.23200	0.088	0.01390
2102.65	30.27200	0.092	0.01430
2103.20	30.31000	0.098	0.01540
2103.75	30.34600	0.078	0.01220
2104.30	30.39100	0.081	0.01260
2104.85	30.43400	0.086	0.01340
2105.40	30.47600	0.090	0.01410
2105.95	30.51500	0.060	0.00935
2106.50	30.57300	0.071	0.01110
2107.05	30.62300	0.085	0.01320
2107.60	30.66400	0.111	0.01720
2108.15	30.69600	0.094	0.01450
2108.70	30.73400	0.078	0.01220
2109.25	30.77900	0.104	0.01610
2109.80	30.81300	0.099	0.01530
2110.35	30.84900	0.114	0.01760
2110.90	30.88100	0.132	0.02040
2111.45	30.90800	0.134	0.02060
2112.00	30.93400	0.141	0.02180
2112.55	30.96000	0.134	0.02060
2113.10	30.98600	0.148	0.02280
2113.65	31.01000	0.160	0.02460
2114.20	31.03300	0.141	0.02170
2114.75	31.05800	0.147	0.02250
2115.30	31.08300	0.137	0.02100
2115.85	31.10900	0.149	0.02280
2116.40	31.13300	0.164	0.02520
2116.95	31.15500	0.184	0.02810
2117.50	31.17400	0.179	0.02730
2118.05	31.19400	0.152	0.02320
2118.60	31.21800	0.112	0.01710
2119.15	31.25000	0.086	0.01310
2119.70	31.29200	0.098	0.01490
2120.25	31.32900	0.093	0.01410
2120.80	31.36800	0.086	0.01310
2121.35	31.41000	0.098	0.01480
2121.90	31.44700	0.112	0.01690
2122.45	31.48000	0.094	0.01430
2123.00	31.51800	0.122	0.01850
2123.55	31.54800	0.097	0.01470
2124.10	31.58500	0.086	0.01290
2124.65	31.62800	0.091	0.01370
2125.20	31.66800	0.106	0.01590
2125.75	31.70300	0.097	0.01460
2126.30	31.74000	0.099	0.01490
2126.85	31.77700	0.086	0.01300
2127.40	31.81900	0.094	0.01410
2127.95	31.85800	0.106	0.01590
2128.50	31.89300	0.092	0.01370
2129.05	31.93300	0.114	0.01700
2129.60	31.96500	0.085	0.01270
2130.15	32.00900	0.108	0.01610
2130.70	32.04300	0.086	0.01290
2131.25	32.08500	0.098	0.01450
2131.80	32.12300	0.141	0.02090
2132.35	32.15000	0.123	0.01820
2132.90	32.18000	0.155	0.02300
2133.45	32.20400	0.138	0.02040
2134.00	32.23100	0.135	0.02000
2134.55	32.25800	0.128	0.01890
2135.10	32.28700	0.127	0.01870
2135.65	32.31600	0.117	0.01730
2136.20	32.34800	0.125	0.01850
2136.75	32.37800	0.137	0.02020
2137.30	32.40500	0.145	0.02130
2137.85	32.43100	0.137	0.02020
2138.40	32.45800	0.168	0.02470
2138.95	32.48100	0.169	0.02480
2139.50	32.50300	0.149	0.02180
2140.05	32.52800	0.156	0.02290
2140.60	32.55200	0.167	0.02440
2141.15	32.57500	0.180	0.02630
2141.70	32.59500	0.154	0.02250
2142.25	32.62000	0.182	0.02660
2142.80	32.64100	0.154	0.02250
2143.35	32.66500	0.161	0.02350
2143.90	32.68800	0.155	0.02250
2144.45	32.71300	0.158	0.02290
2145.00	32.73700	0.180	0.02620
2145.55	32.75800	0.183	0.02660
2146.10	32.77900	0.146	0.02110
2146.65	32.80500	0.189	0.02730
2147.20	32.82500	0.177	0.02550
2147.75	32.84600	0.159	0.02290
2148.30	32.87000	0.149	0.02140
2148.85	32.89600	0.131	0.01890
2149.40	32.92500	0.090	0.01300
2149.95	32.96700	0.084	0.01200
2150.50	33.01300	0.101	0.01460
2151.05	33.05100	0.108	0.01550
2151.60	33.08600	0.094	0.01340
2152.15	33.12700	0.102	0.01450
2152.70	33.16500	0.099	0.01410
2153.25	33.20400	0.092	0.01310
2153.80	33.24600	0.092	0.01310
2154.35	33.28800	0.082	0.01170
2154.90	33.33500	0.056	0.00797
2155.45	33.40400	0.089	0.01260
2156.00	33.44700	0.094	0.01330
2156.55	33.48900	0.108	0.01530
2157.10	33.52500	0.100	0.01420
2157.65	33.56300	0.091	0.01290
2158.20	33.60600	0.101	0.01430
2158.75	33.64400	0.077	0.01090
2159.30	33.69500	0.093	0.01310
2159.85	33.73700	0.082	0.01160
2160.40	33.78400	0.092	0.01290
2160.95	33.82600	0.109	0.01540
2161.50	33.86200	0.093	0.01300
2162.05	33.90400	0.101	0.01420
2162.60	33.94300	0.114	0.01600
2163.15	33.97700	0.126	0.01760
2163.70	34.00900	0.142	0.01980
2164.25	34.03600	0.121	0.01700
2164.80	34.06900	0.156	0.02170
2165.35	34.09400	0.155	0.02160
2165.90	34.11900	0.140	0.01950
2166.45	34.14800	0.148	0.02060
2167.00	34.17400	0.141	0.01960
2167.55	34.20200	0.116	0.01610
2168.10	34.23700	0.118	0.01630
2168.65	34.27000	0.111	0.01540
2169.20	34.30600	0.147	0.02040
2169.75	34.33300	0.140	0.01930
2170.30	34.36100	0.116	0.01600
2170.85	34.39600	0.130	0.01800
2171.40	34.42600	0.139	0.01910
2171.95	34.45500	0.133	0.01840
2172.50	34.48500	0.148	0.02030
2173.05	34.51200	0.141	0.01930
2173.60	34.54000	0.165	0.02270
2174.15	34.56400	0.151	0.02080
2174.70	34.59100	0.150	0.02060
2175.25	34.61800	0.165	0.02260
2175.80	34.64200	0.140	0.01920
