/* DATA DESCRIPTION:
Citation:	Wolff, Eric William (1999): GRIP Dielectric Profiling (DEP) and Electrical Conductivity (ECM) averaged data [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.55092
Related to:	Clausen, Henrik Brink; Hammer, C U; Christensen, John P; Hvidberg, Christine Schøtt; Dahl-Jensen, Dorthe; Legrand, Michel R; Steffensen, Jørgen Peder (1995): 1250 years of global volcanism as revealed by central Greenland ice cores. In: Delmas, R (ed.), Ice Core Studies of Global Biogeochemical cycles, Annecy, France, NATO Advanced Sciences Institutes Series 1, 30, 175-194
	GRIP Members (1993): Climate instability during the last interglacial period recorded in the GRIP ice core. Nature, 364(6434), 203-207, https://doi.org/10.1038/364203a0
	GRIP/GISP (1997): The Greenland Summit Ice Cores CD-ROM GISP2/GRIP. National Snow and Ice Data Center, University of Colorado at Boulder, and World Data Center for Paleoclimatology, National Geophysical Data Center, Boulder Colorado, CD-ROM, https://store.pangaea.de/Projects/GRIP-GISP/grip-gisp.iso
	Moore, J Casey; Mulvaney, Robert; Paren, J G (1989): Dielectric stratigraphy of ice: a new technique for determining total ionic concentrations in polar ice cores. Geophysical Research Letters, 16, 1177-1180, https://doi.org/10.1029/GL016i010p01177
	Moore, J Casey; Paren, J G (1987): A new technique for dielectric logging of Antarctic ice cores. Journal de Physique, 48C, 155-160, https://doi.org/10.1051/jphyscol:1987123
	Moore, J Casey; Wolff, Eric William; Clausen, Henrik Brink; Hammer, C U; Legrand, Michel R; Fuhrer, Katrin (1994): Electrical response of the Summit-Greenland ice core to ammonium, sulphuric acid, and hydrochloric acid. Geophysical Research Letters, 21(7), 565-568, https://doi.org/10.1029/94GL00542
	Taylor, Kendrick C; Hammer, C U; Alley, Richard B; Clausen, Henrik Brink; Dahl-Jensen, Dorthe; Gow, A J; Gundestrup, Niels S; Kipfstuhl, Sepp; Moore, J Casey; Waddington, Edwin D (1993): Electrical conductivity measurements from the GISP2 and GRIP Greenland ice cores. Nature, 366(6455), 549-552, https://doi.org/10.1038/366549a0
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U (1997): Climatic implications of background acidity and other chemistry derived from electrical studies of the Greenland Ice Core Project ice core. Journal of Geophysical Research: Oceans, 102(C12), 26325-26332, https://doi.org/10.1029/96JC02223
	Wolff, Eric William; Moore, J Casey; Clausen, Henrik Brink; Hammer, C U; Kipfstuhl, Sepp; Fuhrer, Katrin (1995): Long-term changes in the acid and salt concentrations of the Greenland Ice Core Project ice core from electrical stratigraphy. Journal of Geophysical Research: Atmospheres, 100(D8), 16249-16264, https://doi.org/10.1029/95JD01174
Project(s):	Greenland Ice Core Projects (GRIP/GISP/NGRIP) (URI: https://en.wikipedia.org/wiki/Greenland_ice_core_project)
Coverage:	LATITUDE: 72.570000 * LONGITUDE: -37.620000
	DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00
	MINIMUM DEPTH, ice/snow: 138.05 m * MAXIMUM DEPTH, ice/snow: 3021.70 m
Event(s):	GRIP * LATITUDE: 72.570000 * LONGITUDE: -37.620000 * DATE/TIME START: 1989-06-01T00:00:00 * DATE/TIME END: 1992-07-12T00:00:00 * ELEVATION: 3232.0 m * Penetration: 3028.8 m * Recovery: 3028.8 m * LOCATION: Greenland * CAMPAIGN: GRIP * BASIS: Sampling/drilling ice * METHOD/DEVICE: ISTUK electromechanical drill (ISTUK) (URI: https://icedrill.org/library/new-improved-version-istuk-ice-core-drill)
Comment:	Each data point is an average over a 55 cm interval; data are correted, level changes between 730 and 930 m are believed to be spurious (Wolff, et al., 1995) due to poor temperature correction.
Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
	AGE [ka BP] (Age) * GEOCODE
	Conductivity, specific [µS/m] (Cond) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values
	Conductivity, electrical, ice (Cond electr) * PI: Wolff, Eric William (https://orcid.org/0000-0002-5914-8531, ew428@cam.ac.uk) * METHOD/DEVICE: Calculated average/mean values * COMMENT: calculated as H+ = 0.03 x I**2; unit=micromol of H+ per kg
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10346 data points
*/
Depth ice/snow [m]	Age [ka BP]	Cond [µS/m]	Cond electr
2043.25	26.532	13.189	0.924
2043.80	26.551	8.271	0.005
2044.35	26.571	7.912	0.004
2044.90	26.589	7.811	0.003
2045.45	26.607	8.759	0.002
2046.00	26.627	9.283	0.002
2046.55	26.656	9.571	0.002
2047.10	26.694	8.539	0.002
2047.65	26.728	9.886	0.002
2048.20	26.766	10.691	0.002
2048.75	26.797	10.259	0.002
2049.30	26.826	10.788	0.002
2049.85	26.865	10.613	0.002
2050.40	26.898	9.664	0.002
2050.95	26.929	9.634	0.003
2051.50	26.954	9.815	0.002
2052.05	26.998	9.372	0.002
2052.60	27.034	9.596	0.002
2053.15	27.067	10.512	0.002
2053.70	27.116	9.863	0.002
2054.25	27.151	9.678	0.002
2054.80	27.186	10.562	0.002
2055.35	27.227	10.797	0.002
2055.90	27.255	11.223	0.070
2056.45	27.303	10.322	0.002
2057.00	27.344	11.416	0.002
2057.55	27.389	11.229	0.002
2058.10	27.439	10.605	0.002
2058.65	27.473	10.581	0.002
2059.20	27.515	11.869	0.002
2059.75	27.574	11.016	0.001
2060.30	27.608	11.206	0.001
2060.85	27.653	10.206	0.002
2061.40	27.683	9.930	0.002
2061.95	27.722	9.520	0.002
2062.50	27.757	9.851	0.002
2063.05	27.798	10.361	0.002
2063.60	27.851	9.869	0.002
2064.15	27.895	9.705	0.002
2064.70	27.932	9.705	0.001
2065.25	27.968	9.630	0.002
2065.80	28.009	9.864	0.002
2066.35	28.043	9.798	0.002
2066.90	28.088	10.344	0.001
2067.45	28.128	10.640	0.001
2068.00	28.162	10.167	0.003
2068.55	28.191	9.898	0.002
2069.10	28.219	10.144	0.002
2069.65	28.248	9.605	0.002
2070.20	28.274	9.754	0.002
2070.75	28.311	9.965	0.001
2071.30	28.355	10.227	0.002
2071.85	28.387	9.527	0.002
2072.40	28.426	9.789	0.001
2072.95	28.468	9.557	0.002
2073.50	28.512	9.392	0.002
2074.05	28.555	9.930	0.001
2074.60	28.593	8.724	0.001
2075.15	28.625	9.123	0.001
2075.70	28.667	9.198	0.001
2076.25	28.710	11.223	0.001
2076.80	28.745	10.527	0.001
2077.35	28.775	11.016	0.001
2077.90	28.820	10.915	0.001
2078.45	28.858	11.980	0.001
2079.00	28.903	11.922	0.001
2079.55	28.938	11.420	0.001
2080.10	28.976	12.631	0.002
2080.65	29.016	12.313	0.001
2081.20	29.060	11.462	0.001
2081.75	29.107	11.185	0.001
2082.30	29.151	11.656	0.002
2082.85	29.201	10.705	0.002
2083.40	29.239	9.283	0.002
2083.95	29.278	9.066	0.001
2084.50	29.319	8.740	0.001
2085.05	29.348	9.605	0.001
2085.60	29.391	9.184	0.001
2086.15	29.426	9.018	0.001
2086.70	29.464	8.638	0.001
2087.25	29.495	9.195	0.002
2087.80	29.526	9.633	0.055
2088.35	29.558	8.338	0.002
2088.90	29.586	8.253	0.002
2089.45	29.618	8.511	0.003
2090.00	29.649	9.077	0.002
2090.55	29.674	8.733	0.002
2091.10	29.696	8.508	0.002
2091.65	29.720	9.461	0.046
2092.20	29.744	10.376	0.095
2092.75	29.767	8.687	0.005
2093.30	29.789	9.371	0.003
2093.85	29.811	10.761	0.106
2094.40	29.834	10.998	0.265
2094.95	29.858	9.153	0.035
2095.50	29.879	9.514	0.003
2096.05	29.903	11.501	0.123
2096.60	29.925	11.678	0.138
2097.15	29.947	10.323	0.023
2097.70	29.969	11.450	0.083
2098.25	29.989	11.670	0.082
2098.80	30.013	10.527	0.001
2099.35	30.047	10.934	0.001
2099.90	30.087	10.580	0.001
2100.45	30.120	11.685	0.001
2101.00	30.154	11.144	0.001
2101.55	30.196	10.530	0.001
2102.10	30.232	10.409	0.001
2102.65	30.272	11.267	0.001
2103.20	30.310	10.926	0.003
2103.75	30.346	10.961	0.002
2104.30	30.391	10.497	0.002
2104.85	30.434	10.982	0.002
2105.40	30.476	10.323	0.002
2105.95	30.515	10.588	0.002
2106.50	30.573	10.285	0.002
2107.05	30.623	9.863	0.002
2107.60	30.664	9.953	0.001
2108.15	30.696	8.918	0.002
2108.70	30.734	9.186	0.003
2109.25	30.779	8.734	0.002
2109.80	30.813	9.762	0.002
2110.35	30.849	8.533	0.003
2110.90	30.881	8.600	0.004
2111.45	30.908	8.724	0.003
2112.00	30.934	10.056	0.033
2112.55	30.960	10.344	0.060
2113.10	30.986	10.205	0.048
2113.65	31.010	9.278	0.007
2114.20	31.033	10.148	0.006
2114.75	31.058	9.953	0.005
2115.30	31.083	10.195	0.044
2115.85	31.109	11.155	0.191
2116.40	31.133	9.895	0.017
2116.95	31.155	11.880	0.488
2117.50	31.174	8.058	0.005
2118.05	31.194	7.930	0.004
2118.60	31.218	9.080	0.003
2119.15	31.250	9.427	0.002
2119.70	31.292	8.927	0.002
2120.25	31.329	8.728	0.002
2120.80	31.368	9.172	0.002
2121.35	31.410	9.810	0.001
2121.90	31.447	9.233	0.001
2122.45	31.480	9.794	0.001
2123.00	31.518	8.937	0.001
2123.55	31.548	9.862	0.001
2124.10	31.585	9.509	0.001
2124.65	31.628	9.117	0.002
2125.20	31.668	8.673	0.083
2125.75	31.703	9.575	0.002
2126.30	31.740	8.552	0.002
2126.85	31.777	8.343	0.002
2127.40	31.819	7.910	0.002
2127.95	31.858	10.507	0.002
2128.50	31.893	11.123	0.003
2129.05	31.933	10.964	0.002
2129.60	31.965	11.424	0.002
2130.15	32.009	11.222	0.002
2130.70	32.043	11.122	0.002
2131.25	32.085	11.293	0.020
2131.80	32.123	11.404	0.037
2132.35	32.150	13.653	0.369
2132.90	32.180	10.744	0.040
2133.45	32.204	15.762	0.968
2134.00	32.231	10.972	0.056
2134.55	32.258	12.193	0.187
2135.10	32.287	11.315	0.088
2135.65	32.316	12.096	0.228
2136.20	32.348	9.836	0.003
2136.75	32.378	10.447	0.003
2137.30	32.405	9.890	0.003
2137.85	32.431	10.382	0.027
2138.40	32.458	11.765	0.231
2138.95	32.481	10.051	0.012
2139.50	32.503	9.572	0.020
2140.05	32.528	12.219	0.259
2140.60	32.552	12.524	0.460
2141.15	32.575	10.641	0.092
2141.70	32.595	8.576	0.004
2142.25	32.620	9.610	0.089
2142.80	32.641	8.708	0.018
2143.35	32.665	9.756	0.067
2143.90	32.688	11.333	0.100
2144.45	32.713	12.457	0.177
2145.00	32.737	10.304	0.036
2145.55	32.758	12.076	0.235
2146.10	32.779	10.939	0.058
2146.65	32.805	10.666	0.087
2147.20	32.825	9.516	0.017
2147.75	32.846	8.930	0.008
2148.30	32.870	9.683	0.004
2148.85	32.896	9.588	0.002
2149.40	32.925	10.127	0.002
2149.95	32.967	11.168	0.002
2150.50	33.013	10.411	0.003
2151.05	33.051	10.433	0.003
2151.60	33.086	10.958	0.002
2152.15	33.127	10.949	0.002
2152.70	33.165	10.542	0.002
2153.25	33.204	11.194	0.002
2153.80	33.246	10.262	0.002
2154.35	33.288	11.728	0.002
2154.90	33.335	11.038	0.002
2155.45	33.404	10.541	0.002
2156.00	33.447	10.410	0.002
2156.55	33.489	10.727	0.001
2157.10	33.525	11.530	0.001
2157.65	33.563	11.262	0.002
2158.20	33.606	11.007	0.002
2158.75	33.644	11.684	0.002
2159.30	33.695	11.229	0.001
2159.85	33.737	11.194	0.002
2160.40	33.784	10.745	0.002
2160.95	33.826	11.104	0.002
2161.50	33.862	10.571	0.001
2162.05	33.904	10.829	0.002
2162.60	33.943	10.081	0.002
2163.15	33.977	10.407	0.002
2163.70	34.009	9.878	0.003
2164.25	34.036	10.240	0.046
2164.80	34.069	9.422	0.010
2165.35	34.094	9.845	0.004
2165.90	34.119	10.262	0.007
2166.45	34.148	9.232	0.005
2167.00	34.174	10.648	0.216
2167.55	34.202	9.302	0.003
2168.10	34.237	10.292	0.002
2168.65	34.270	9.718	0.002
2169.20	34.306	9.817	0.002
2169.75	34.333	8.970	0.004
2170.30	34.361	9.651	0.003
2170.85	34.396	9.099	0.009
2171.40	34.426	10.622	0.174
2171.95	34.455	15.053	0.878
2172.50	34.485	10.429	0.111
2173.05	34.512	10.556	0.160
2173.60	34.540	11.502	0.356
2174.15	34.564	12.589	0.527
2174.70	34.591	13.338	0.665
2175.25	34.618	11.546	0.235
2175.80	34.642	11.681	0.352
2176.35	34.671	11.296	0.291
2176.90	34.692	8.316	0.032
2177.45	34.719	10.404	0.188
2178.00	34.746	9.511	0.096
2178.55	34.772	9.421	0.079
2179.10	34.799	9.796	0.104
2179.65	34.825	11.462	0.411
2180.20	34.852	10.674	0.290
2180.75	34.876	11.324	0.380
2181.30	34.902	11.767	0.182
2181.85	34.926	12.728	0.272
2182.40	34.950	11.675	0.178
2182.95	34.973	10.511	0.074
2183.50	35.001	11.550	0.187
2184.05	35.026	9.685	0.065
2184.60	35.050	13.010	0.596
2185.15	35.074	10.756	0.438
2185.70	35.099	10.609	0.238
2186.25	35.126	16.310	1.039
2186.80	35.151	11.110	0.182
2187.35	35.181	10.889	0.187
2187.90	35.204	9.999	0.053
2188.45	35.226	12.672	0.182
2189.00	35.251	13.182	0.265
2189.55	35.274	15.058	0.524
2190.10	35.296	14.925	0.428
2190.65	35.321	15.590	0.468
2191.20	35.345	13.398	0.281
2191.75	35.369	11.822	0.076
2192.30	35.393	12.199	0.128
2192.85	35.416	16.040	0.798
2193.40	35.441	15.395	0.765
2193.95	35.465	12.772	0.246
2194.50	35.490	11.448	0.124
2195.05	35.512	12.705	0.202
2195.60	35.536	12.061	0.186
2196.15	35.558	13.579	0.552
2196.70	35.582	12.860	0.238
2197.25	35.603	13.209	0.314
2197.80	35.625	20.091	1.670
2198.35	35.648	12.314	0.333
2198.90	35.668	10.052	0.076
2199.45	35.692	9.726	0.026
2200.00	35.716	10.345	0.005
2200.55	35.749	10.262	0.002
2201.10	35.787	9.768	0.002
2201.65	35.822	9.187	0.002
2202.20	35.859	9.300	0.002
2202.75	35.898	10.048	0.002
2203.30	35.937	9.328	0.002
2203.85	35.984	10.269	0.002
2204.40	36.027	10.104	0.002
2204.95	36.068	10.310	0.001
2205.50	36.125	9.399	0.001
2206.05	36.163	10.571	0.001
2206.60	36.224	9.722	0.002
2207.15	36.277	8.911	0.002
2207.70	36.327	8.954	0.002
2208.25	36.377	9.579	0.002
2208.80	36.427	8.623	0.002
2209.35	36.478	8.868	0.002
2209.90	36.520	8.668	0.002
2210.45	36.567	8.948	0.002
2211.00	36.615	9.411	0.001
2211.55	36.664	9.083	0.001
2212.10	36.724	8.868	0.002
2212.65	36.770	9.201	0.002
2213.20	36.816	10.457	0.002
2213.75	36.861	10.901	0.003
2214.30	36.924	9.500	0.003
2214.85	36.982	10.156	0.002
2215.40	37.033	10.865	0.002
2215.95	37.095	11.165	0.002
2216.50	37.141	11.210	0.002
2217.05	37.182	10.764	0.002
2217.60	37.230	10.578	0.002
2218.15	37.274	11.623	0.002
2218.70	37.322	10.699	0.002
2219.25	37.370	10.797	0.002
2219.80	37.419	9.788	0.002
2220.35	37.461	10.194	0.002
2220.90	37.499	9.737	0.003
2221.45	37.532	9.079	0.003
2222.00	37.568	8.901	0.003
2222.55	37.600	8.718	0.003
2223.10	37.625	10.561	0.002
2223.65	37.663	9.944	0.003
2224.20	37.706	10.599	0.003
2224.75	37.756	9.888	0.002
2225.30	37.793	10.533	0.003
2225.85	37.832	11.558	0.003
2226.40	37.876	10.906	0.002
2226.95	37.916	10.671	0.002
2227.50	37.960	10.199	0.002
2228.05	37.999	11.054	0.002
2228.60	38.042	10.479	0.002
2229.15	38.093	10.665	0.002
2229.70	38.151	9.606	0.002
2230.25	38.186	10.780	0.003
2230.80	38.241	9.937	0.003
2231.35	38.292	9.567	0.003
2231.90	38.336	9.087	0.002
2232.45	38.370	8.582	0.002
2233.00	38.411	9.337	0.002
2233.55	38.450	8.378	0.002
2234.10	38.488	8.064	0.003
2234.65	38.521	8.134	0.011
2235.20	38.552	8.075	0.002
2235.75	38.581	9.570	0.005
2236.30	38.613	12.245	0.888
2236.85	38.645	11.544	0.065
2237.40	38.678	9.245	0.003
2237.95	38.710	9.555	0.003
2238.50	38.740	10.566	0.043
2239.05	38.773	9.350	0.004
2239.60	38.804	9.248	0.004
2240.15	38.831	8.978	0.004
2240.70	38.859	9.960	0.008
2241.25	38.887	12.279	0.271
2241.80	38.915	9.237	0.008
2242.35	38.940	9.332	0.012
2242.90	38.966	9.822	0.004
2243.45	38.997	9.366	0.002
2244.00	39.036	8.409	0.003
2244.55	39.074	8.438	0.002
2245.10	39.118	8.377	0.002
2245.65	39.163	9.943	0.002
2246.20	39.220	9.123	0.002
2246.75	39.262	9.342	0.002
2247.30	39.315	9.729	0.002
2247.85	39.359	10.024	0.002
2248.40	39.420	11.608	0.001
2248.95	39.479	11.038	0.001
2249.50	39.523	10.828	0.002
2250.05	39.574	11.575	0.010
2250.60	39.637	11.569	0.002
2251.15	39.691	10.963	0.002
2251.70	39.730	10.608	0.010
2252.25	39.778	9.921	0.002
2252.80	39.812	9.651	0.003
2253.35	39.843	10.656	0.042
2253.90	39.880	9.108	0.004
2254.45	39.918	8.772	0.003
2255.00	39.955	8.656	0.003
2255.55	39.994	9.282	0.002
2256.10	40.034	10.244	0.002
2256.65	40.066	9.794	0.002
2257.20	40.105	9.793	0.004
2257.75	40.140	11.773	0.235
2258.30	40.178	10.413	0.003
2258.85	40.208	12.345	0.251
2259.40	40.239	10.350	0.034
2259.95	40.268	9.686	0.008
2260.50	40.300	9.589	0.006
2261.05	40.331	11.308	0.108
2261.60	40.361	9.684	0.019
2262.15	40.391	9.832	0.026
2262.70	40.422	9.217	0.015
2263.25	40.453	9.606	0.004
2263.80	40.485	10.079	0.004
2264.35	40.513	10.265	0.026
2264.90	40.539	10.139	0.047
2265.45	40.566	10.240	0.152
2266.00	40.592	10.781	0.065
2266.55	40.623	9.080	0.004
2267.10	40.651	9.381	0.017
2267.65	40.679	9.330	0.012
2268.20	40.708	10.194	0.022
2268.75	40.739	10.844	0.030
2269.30	40.772	9.970	0.035
2269.85	40.800	11.500	0.248
2270.40	40.830	11.401	0.088
2270.95	40.869	10.172	0.001
2271.50	40.916	9.644	0.001
2272.05	40.970	9.881	0.010
2272.60	41.032	9.777	0.001
2273.15	41.098	10.092	0.001
2273.70	41.154	10.740	0.004
2274.25	41.214	10.408	0.003
2274.80	41.274	10.668	0.002
2275.35	41.332	10.329	0.002
2275.90	41.381	9.877	0.002
2276.45	41.427	9.516	0.002
2277.00	41.483	9.017	0.002
2277.55	41.537	8.591	0.002
2278.10	41.587	9.532	0.002
2278.65	41.647	9.623	0.002
2279.20	41.699	9.219	0.002
2279.75	41.746	9.197	0.002
2280.30	41.798	9.049	0.002
2280.85	41.845	10.354	0.009
2281.40	41.885	12.211	0.299
2281.95	41.921	14.078	0.578
2282.50	41.956	15.879	0.841
2283.05	41.989	11.068	0.055
2283.60	42.020	12.153	0.224
2284.15	42.055	10.186	0.001
2284.70	42.095	10.269	0.001
2285.25	42.133	10.074	0.001
2285.80	42.175	10.674	0.001
2286.35	42.214	9.933	0.022
2286.90	42.252	11.415	0.233
2287.45	42.291	9.025	0.002
2288.00	42.329	10.005	0.018
2288.55	42.366	11.195	0.027
2289.10	42.399	11.140	0.076
2289.65	42.438	10.120	0.002
2290.20	42.479	10.338	0.003
2290.75	42.519	11.621	0.025
2291.30	42.558	10.161	0.002
2291.85	42.591	10.265	0.005
2292.40	42.626	10.139	0.003
2292.95	42.662	10.407	0.001
2293.50	42.697	10.149	0.004
2294.05	42.735	9.156	0.005
2296.25	42.882	13.066	0.350
2296.80	42.917	9.885	0.029
2297.35	42.949	10.344	0.054
2297.90	42.980	13.264	0.279
2298.45	43.011	17.906	1.098
2299.00	43.042	15.071	0.900
2299.55	43.074	11.712	0.230
2300.10	43.105	11.088	0.060
2300.65	43.134	12.796	0.290
2301.20	43.166	16.250	0.980
2301.75	43.195	13.601	0.370
2302.30	43.227	13.544	0.392
2302.85	43.261	12.536	0.177
2303.40	43.291	15.182	0.421
2303.95	43.325	11.695	0.105
2304.50	43.356	14.320	0.498
2305.05	43.385	11.011	0.041
2305.60	43.415	13.117	0.221
2306.15	43.445	12.307	0.173
2306.70	43.475	16.090	0.776
2307.25	43.507	14.701	0.635
2307.80	43.537	11.904	0.124
2308.35	43.566	11.408	0.136
2308.90	43.593	14.813	0.500
2309.45	43.622	11.216	0.088
2310.00	43.653	12.776	0.329
2310.55	43.680	13.802	0.385
2311.10	43.711	13.667	0.472
2311.65	43.738	12.824	0.193
2312.20	43.767	10.466	0.012
2312.75	43.796	10.272	0.016
2313.30	43.827	13.480	0.318
2313.85	43.854	11.962	0.150
2314.40	43.882	11.114	0.106
2314.95	43.911	11.552	0.117
2315.50	43.940	12.898	0.349
2316.05	43.971	14.375	0.479
2316.60	44.000	13.921	0.479
2317.15	44.026	11.596	0.107
2317.70	44.055	14.378	0.554
2318.25	44.084	12.659	0.380
2318.80	44.116	11.203	0.076
2319.35	44.145	11.046	0.047
2319.90	44.174	12.214	0.254
2320.45	44.202	14.175	0.743
2321.00	44.228	9.965	0.028
2321.55	44.256	12.614	0.334
2322.10	44.283	13.104	0.429
2322.65	44.309	11.804	0.189
2323.20	44.336	10.256	0.060
2323.75	44.362	9.711	0.002
2324.30	44.392	11.181	0.001
2324.85	44.442	11.039	0.001
2325.40	44.494	11.064	0.001
2325.95	44.545	11.630	0.001
2326.50	44.604	11.440	0.001
2327.05	44.661	11.051	0.001
2327.60	44.717	10.818	0.001
2328.15	44.769	11.136	0.001
2328.70	44.826	11.066	0.000
2329.25	44.876	10.573	0.000
2329.80	44.921	10.812	0.001
2330.35	44.973	11.119	0.001
2330.90	45.024	10.717	0.002
2331.45	45.071	11.803	0.002
2332.00	45.139	10.900	0.002
2332.55	45.184	11.544	0.001
2333.10	45.247	11.293	0.002
2333.65	45.302	11.076	0.001
2334.20	45.358	11.939	0.002
2334.75	45.421	11.671	0.001
2335.30	45.489	11.701	0.001
2335.85	45.543	11.826	0.001
2336.40	45.604	11.290	0.001
2336.95	45.662	11.291	0.001
2337.50	45.722	10.307	0.001
2338.05	45.773	10.159	0.002
2338.60	45.823	10.703	0.002
2339.15	45.881	10.342	0.002
2339.70	45.926	9.337	0.002
2340.25	45.965	9.594	0.002
2340.80	46.004	9.811	0.002
2341.35	46.048	10.456	0.002
2341.90	46.105	9.773	0.002
2342.45	46.146	9.938	0.002
2343.00	46.188	9.970	0.002
2343.55	46.234	9.651	0.002
2344.10	46.272	9.985	0.020
2344.65	46.308	9.561	0.008
2345.20	46.349	11.997	0.253
2345.75	46.384	9.903	0.046
2346.30	46.421	9.369	0.003
2346.85	46.457	12.588	0.446
2347.40	46.496	10.685	0.019
2347.95	46.544	9.509	0.004
2348.50	46.581	9.425	0.003
2349.05	46.617	10.604	0.119
2349.60	46.652	9.490	0.013
2350.15	46.686	9.322	0.002
2350.70	46.722	10.361	0.002
2351.25	46.773	10.857	0.001
2351.80	46.837	10.516	0.001
2352.35	46.887	10.234	0.001
2352.90	46.934	10.427	0.001
2353.45	46.985	10.424	0.001
2354.00	47.032	9.745	0.002
2354.55	47.075	9.624	0.002
2355.10	47.124	9.808	0.002
2355.65	47.162	9.836	0.002
2356.20	47.204	9.676	0.002
2356.75	47.246	9.545	0.002
2357.30	47.288	9.763	0.002
2357.85	47.331	10.240	0.002
2358.40	47.383	10.095	0.002
2358.95	47.425	9.678	0.002
2359.50	47.477	9.612	0.002
2360.05	47.516	9.818	0.002
2360.60	47.561	10.054	0.002
2361.15	47.603	10.140	0.008
2361.70	47.651	10.131	0.002
2362.25	47.699	9.907	0.002
2362.80	47.744	9.869	0.003
2363.35	47.787	10.098	0.002
2363.90	47.832	10.512	0.002
2364.45	47.878	9.909	0.002
2365.00	47.923	9.851	0.002
2365.55	47.964	11.262	0.128
2366.10	48.005	10.497	0.019
2366.65	48.050	9.619	0.004
2367.20	48.091	9.937	0.002
2367.75	48.136	9.896	0.004
2368.30	48.181	9.737	0.004
2368.85	48.223	9.661	0.002
2369.40	48.268	9.275	0.002
2369.95	48.316	9.548	0.002
2370.50	48.361	10.720	0.077
2371.05	48.401	9.847	0.009
2371.60	48.448	9.666	0.004
2372.15	48.494	9.434	0.003
2372.70	48.535	9.858	0.003
2373.25	48.582	12.356	0.339
2373.80	48.625	10.748	0.141
2374.35	48.672	10.040	0.013
2374.90	48.714	9.848	0.003
2375.45	48.758	10.545	0.040
2376.00	48.806	10.021	0.017
2376.55	48.850	10.489	0.029
2377.10	48.889	9.778	0.003
2377.65	48.931	9.756	0.003
2378.20	48.973	9.869	0.013
2378.75	49.015	9.749	0.003
2379.30	49.060	9.704	0.002
2379.85	49.109	10.753	0.044
2380.40	49.156	9.700	0.009
2380.95	49.200	13.203	0.478
2381.50	49.240	13.106	0.379
2382.05	49.280	14.535	0.586
2382.60	49.318	14.007	0.488
2383.15	49.354	11.924	0.305
2383.70	49.394	13.820	0.388
2384.25	49.433	12.824	0.294
2384.80	49.475	12.342	0.196
2385.35	49.515	12.461	0.273
2385.90	49.553	14.625	0.592
2386.45	49.591	15.049	0.607
2387.00	49.635	11.618	0.114
2387.55	49.678	12.452	0.222
2388.10	49.716	12.148	0.212
2388.65	49.753	12.149	0.174
2389.20	49.792	11.505	0.145
2389.75	49.829	12.150	0.245
2390.30	49.868	19.941	1.726
2390.85	49.909	14.574	0.717
2391.40	49.949	12.777	0.202
2391.95	49.987	11.101	0.092
2392.50	50.025	10.691	0.089
2393.05	50.068	12.760	0.322
2393.60	50.103	11.280	0.095
2394.15	50.142	12.819	0.279
2394.70	50.177	12.919	0.320
2395.25	50.214	14.132	0.493
2395.80	50.252	11.824	0.186
2396.35	50.293	12.880	0.384
2396.90	50.331	14.506	0.557
2397.45	50.370	12.995	0.339
2398.00	50.412	11.186	0.123
2398.55	50.450	14.353	0.635
2399.10	50.487	15.439	0.742
2399.65	50.525	13.531	0.429
2400.20	50.563	12.596	0.306
2400.75	50.600	13.512	0.461
2401.30	50.638	13.872	0.405
2401.85	50.675	12.221	0.271
2402.40	50.713	16.276	0.925
2402.95	50.753	11.871	0.190
2403.50	50.792	15.187	0.748
2404.05	50.832	14.204	0.424
2404.60	50.868	15.209	0.551
2405.15	50.907	16.401	0.739
2405.70	50.944	13.380	0.445
2406.25	50.983	12.884	0.348
2406.80	51.022	13.859	0.529
2407.35	51.058	14.965	0.648
2407.90	51.098	12.964	0.369
2408.45	51.137	14.718	0.662
2409.00	51.173	15.216	0.818
2409.55	51.209	13.393	0.496
2410.10	51.247	12.730	0.394
2410.65	51.284	12.117	0.250
2411.20	51.322	12.240	0.366
2411.75	51.359	13.587	0.456
2412.30	51.397	10.038	0.020
2412.85	51.436	11.956	0.137
2413.40	51.473	10.750	0.105
2413.95	51.508	12.337	0.285
2414.50	51.548	13.469	0.510
2415.05	51.586	13.401	0.433
2415.60	51.618	13.206	0.482
2416.15	51.652	12.802	0.403
2416.70	51.690	9.765	0.006
2417.25	51.732	10.221	0.003
2417.80	51.785	10.626	0.153
2418.35	51.820	10.940	0.114
2418.90	51.856	12.222	0.232
2419.45	51.896	9.872	0.012
2420.00	51.936	13.545	0.601
2420.55	51.969	10.208	0.008
2421.10	52.016	10.625	0.001
2421.65	52.095	10.565	0.001
2422.20	52.158	10.186	0.001
2422.75	52.228	10.264	0.001
2423.30	52.291	10.381	0.001
2423.85	52.369	10.400	0.001
2424.40	52.437	10.838	0.001
2424.95	52.502	10.682	0.001
2425.50	52.560	10.523	0.001
